network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,904,921,994,,,922,4544,4560,4629,,
testnet,default,transfer-erc20-test,0,826,865,944,,,868,4538,4545,4623,,
testnet,default,transfer-cadence-soft-finality-test,0,697,739,847,740,4114,,,4159,4267,742,8557
testnet,default,transfer-cadence-test,0,541,585,673,585,3947,,,3953,7468,587,8386
mainnet,default,transfer-test,1,960,973,1047,,,974,7900,7912,7984,,
mainnet,default,transfer-cadence-soft-finality-test,0,794,810,927,811,7871,,,7907,8024,812,10075
testnet,ALCHEMY_URL,transfer-test,0,1648,1684,1812,,,1685,6504,6532,6653,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1647,1690,1976,,,1692,4694,4702,4835,,
testnet,QUICKNODE_URL,transfer-test,0,671,716,792,,,716,4384,4391,4466,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,627,669,745,,,672,4313,4346,4420,,
mainnet,QUICKNODE_URL,transfer-test,0,1047,1074,1146,,,1075,7999,8012,8087,,
