network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,682,712,732,,,,,,,713,3872,3880,3898,,,,
testnet,default,transfer-erc20-test,,,0,417,460,483,,,,,,,462,6839,6839,6859,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,616,661,720,,,,,661,5913,,,5919,5970,,,663,9077
testnet,default,transfer-cadence-test,,,0,300,345,402,,,,,346,5563,,,5600,8280,,,347,8733
mainnet,default,transfer-test,,,0,716,714,737,,,,,,,715,7138,7145,7167,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,502,536,602,,,,,537,6392,,,6404,6469,,,539,9720
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1254,1276,1483,,,,,,,1279,5473,5516,5621,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1328,1326,1518,,,,,,,1326,8809,8828,9007,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,377,410,430,,,,,,,411,6795,6841,6860,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,300,306,329,,,,,,,308,6690,6739,6759,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,543,560,584,,,,,,,561,3767,3780,3803,,,,
mainnet,default,headless-kittypunch-swap-1,0,21170,,,,,21203,23853,23867,42777,,,,,,,42778,49619,,
