network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,689,707,742,,,,,,,708,7224,7253,7285,,,,
testnet,default,transfer-erc20-test,,,0,346,353,388,,,,,,,355,3612,3626,3659,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,487,524,559,,,,,525,5772,,,5808,5841,,,527,8956
testnet,default,transfer-cadence-test,,,0,429,438,494,,,,,439,5709,,,5715,7860,,,440,8842
mainnet,default,transfer-test,,,0,634,654,660,,,,,,,654,6903,6932,6938,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,448,478,526,,,,,479,9856,,,9867,9916,,,480,12965
testnet,ALCHEMY_URL,transfer-test,,,0,393,403,445,,,,,,,404,6947,6948,6981,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,367,403,441,,,,,,,406,6946,6961,6993,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,450,456,498,,,,,,,457,6995,7012,7054,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,71,102,107,,,,,,,103,6340,6369,6374,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,59,101,110,,,,,,,104,6342,6355,6362,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,466,501,508,,,,,,,501,6752,6754,6760,,,,
mainnet,default,headless-kittypunch-swap-1,0,21598,,,,,21615,22541,22576,41161,,,,,,,41178,48087,,
