network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,709,713,748,,,,,,,714,7208,7249,7281,,,,
testnet,default,transfer-erc20-test,,,0,788,815,852,,,,,,,818,7341,7351,7384,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,332,372,427,,,,,373,6761,,,6804,6840,,,374,8859
testnet,default,transfer-cadence-test,,,0,486,527,600,,,,,528,6922,,,6955,9189,,,529,9041
mainnet,default,transfer-test,,,0,752,764,788,,,,,,,765,13634,13669,13692,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,441,450,520,,,,,450,8857,,,8867,8949,,,452,14242
testnet,ALCHEMY_URL,transfer-test,,,0,1046,1071,1162,,,,,,,1072,7791,7814,7860,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,709,717,786,,,,,,,720,7372,7402,7463,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,803,816,884,,,,,,,817,4617,4647,4703,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,574,611,630,,,,,,,612,6992,7039,7058,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,372,407,430,,,,,,,410,6790,6837,6870,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,829,867,892,,,,,,,868,7312,7350,7374,,,,
mainnet,default,headless-kittypunch-swap-1,0,21019,,,,,21020,29460,29498,48057,,,,,,,48091,54659,,
