network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,821,863,938,,,864,7781,7786,7857,,
testnet,default,transfer-erc20-test,0,633,661,741,,,665,4340,4359,4437,,
testnet,default,transfer-cadence-soft-finality-test,0,591,634,746,635,5163,,,5177,5292,636,9615
testnet,default,transfer-cadence-test,0,568,611,705,612,5137,,,5153,9393,614,9580
mainnet,default,transfer-test,0,973,1019,1097,,,1019,7952,7959,8035,,
mainnet,default,transfer-cadence-soft-finality-test,0,778,806,923,807,7236,,,7250,7363,808,11718
testnet,ALCHEMY_URL,transfer-test,0,1800,1829,1943,,,1830,5991,6022,6110,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,939,966,1059,,,968,5022,5064,5170,,
mainnet,ALCHEMY_URL,transfer-test,0,1362,1366,1601,,,1367,8776,8825,8922,,
testnet,QUICKNODE_URL,transfer-test,0,634,664,740,,,665,7588,7615,7688,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,618,660,736,,,663,7553,7597,7668,,
mainnet,QUICKNODE_URL,transfer-test,0,705,710,787,,,711,7639,7688,7762,,
