network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,443,459,479,,,460,6840,6843,6862,,
testnet,default,transfer-erc20-test,0,309,358,380,,,361,6742,6790,6810,,
testnet,default,transfer-cadence-soft-finality-test,0,416,462,514,462,6777,,,6791,6844,464,9941
testnet,default,transfer-cadence-test,0,279,324,360,325,5772,,,5787,9519,327,9982
mainnet,default,transfer-test,0,906,918,943,,,919,7347,7351,7375,,
mainnet,default,transfer-cadence-soft-finality-test,0,451,485,551,486,31518,,,31546,31613,488,31518
testnet,ALCHEMY_URL,transfer-test,0,675,715,755,,,716,7295,7300,7334,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,701,715,753,,,718,7226,7250,7282,,
mainnet,ALCHEMY_URL,transfer-test,0,404,411,440,,,412,6878,6893,6918,,
testnet,QUICKNODE_URL,transfer-test,0,427,459,479,,,460,6841,6889,6908,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,299,306,329,,,309,6693,6737,6757,,
mainnet,QUICKNODE_URL,transfer-test,0,709,714,739,,,715,7146,7195,7219,,
