network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1162,1209,1320,,,1210,4946,4994,5109,,
testnet,default,transfer-erc20-test,0,736,759,828,,,762,4324,4340,4404,,
testnet,default,transfer-cadence-soft-finality-test,0,585,616,727,616,4059,,,4090,4200,618,7316
testnet,default,transfer-cadence-test,0,547,581,644,582,4937,,,4959,6706,584,7068
mainnet,default,transfer-test,0,1265,1309,1380,,,1309,8012,8024,8095,,
mainnet,default,transfer-cadence-soft-finality-test,0,538,582,700,582,7417,,,7421,7575,584,10903
testnet,ALCHEMY_URL,transfer-test,0,744,757,858,,,758,4511,4549,4653,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,641,652,759,,,655,4374,4388,4498,,
mainnet,ALCHEMY_URL,transfer-test,0,973,1010,1144,,,1010,8275,8326,8473,,
testnet,QUICKNODE_URL,transfer-test,0,811,855,927,,,856,4501,4543,4615,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,734,753,832,,,756,4419,4434,4511,,
mainnet,QUICKNODE_URL,transfer-test,0,1027,1056,1128,,,1056,7760,7807,7879,,
