network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,485,504,523,,,505,3663,3690,3708,,
testnet,default,transfer-erc20-test,0,272,310,333,,,313,3475,3476,3497,,
testnet,default,transfer-cadence-soft-finality-test,0,488,529,585,530,3747,,,3788,3844,531,6913
testnet,default,transfer-cadence-test,0,289,335,367,336,3558,,,3601,7219,337,7774
mainnet,default,transfer-test,0,359,357,382,,,357,6782,6786,6810,,
mainnet,default,transfer-cadence-soft-finality-test,0,575,581,649,582,9125,,,9156,9221,583,12326
testnet,ALCHEMY_URL,transfer-test,0,523,561,609,,,562,3908,3933,3961,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,356,356,410,,,359,3620,3631,3674,,
mainnet,ALCHEMY_URL,transfer-test,0,570,614,642,,,614,13609,13655,13681,,
testnet,QUICKNODE_URL,transfer-test,0,281,306,325,,,307,3466,3497,3516,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,280,303,326,,,305,3463,3501,3521,,
mainnet,QUICKNODE_URL,transfer-test,0,481,510,548,,,510,6933,6941,6964,,
