network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,713,710,767,,,711,4228,4251,4314,,
testnet,default,transfer-erc20-test,0,539,557,622,,,560,4066,4109,4171,,
testnet,default,transfer-cadence-soft-finality-test,0,521,531,625,532,3860,,,3862,3958,534,7163
testnet,default,transfer-cadence-test,0,486,496,568,496,3840,,,3887,6889,498,7126
mainnet,default,transfer-test,0,846,860,928,,,861,7693,7709,7763,,
mainnet,default,transfer-cadence-soft-finality-test,0,516,519,1321,520,4976,,,4984,5085,521,10456
testnet,ALCHEMY_URL,transfer-test,0,1094,1113,1366,,,1114,4967,5013,5120,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1037,1062,1325,,,1065,5244,5259,5368,,
mainnet,ALCHEMY_URL,transfer-test,0,963,962,1089,,,963,8279,8326,8563,,
testnet,QUICKNODE_URL,transfer-test,0,509,555,613,,,557,4072,4104,4167,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,537,559,624,,,562,4067,4112,4175,,
mainnet,QUICKNODE_URL,transfer-test,0,673,709,765,,,710,7629,7631,7686,,
