providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,926,950,1032,4400,4560,,,950,4486,,
default,transfer-erc20-test,0,930,950,1033,7750,8016,,,950,7876,,
default,transfer-cadence-soft-finality-test,0,723,700,832,6300,6607,700,6443,,,700,9786
default,transfer-cadence-test,0,519,450,672,3850,7646,450,4023,,,450,7774
ALCHEMY_URL,transfer-test,0,2250,2250,2446,10300,10655,,,2250,10470,,
ALCHEMY_URL,transfer-erc20-test,0,1198,1200,1360,15300,15787,,,1200,15573,,
