network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,916,958,1033,,,,,,,,,959,8060,8082,8158,,,,
testnet,default,transfer-erc20-test,,,1,734,757,832,,,,,,,,,760,7669,7711,7784,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,708,712,1521,,,,,,,712,6317,,,6348,6453,,,713,9644
testnet,default,transfer-cadence-test,,,0,558,602,707,,,,,,,602,6240,,,6240,9033,,,603,9564
mainnet,default,transfer-test,,,0,912,958,1030,,,,,,,,,959,7688,7729,7805,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,708,716,912,,,,,,,716,8498,,,8517,8681,,,718,8498
testnet,ALCHEMY_URL,transfer-test,,,0,1702,1714,1966,,,,,,,,,1714,9993,9999,10290,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1678,1712,1863,,,,,,,,,1714,9279,9292,9492,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1394,1413,1499,,,,,,,,,1414,9582,9585,9840,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,826,858,934,,,,,,,,,858,7789,7821,7895,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,737,756,832,,,,,,,,,759,7680,7724,7797,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,916,961,1033,,,,,,,,,962,7688,7716,7792,,,,
mainnet,default,headless-kittypunch-swap-1,0,21897,,,,,21913,24762,,,24807,42991,,,,,,,43017,50035,,
mainnet,default,headless-kittypunch-swap-2,0,2785,,,,,,,2811,6578,6616,25418,,,,,,,25464,32689,,
mainnet,default,headless-kittypunch-swap-3,0,17734,,,,,17757,105566,,,105568,121312,,,,,,,121329,129207,,
mainnet,default,headless-kittypunch-swap-4,0,1948,,,,,,,1978,6297,6331,22180,,,,,,,22230,30604,,
