network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,765,764,827,,,,,,,,,765,7569,7601,7663,,,,
testnet,default,transfer-erc20-test,,,0,474,510,576,,,,,,,,,512,7224,7249,7313,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,591,629,740,,,,,,,630,6096,,,6139,6203,,,631,9290
testnet,default,transfer-cadence-test,,,0,348,376,440,,,,,,,377,6811,,,6813,9002,,,379,8941
mainnet,default,transfer-test,,,0,1075,1121,1193,,,,,,,,,1122,7825,7858,7929,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,607,637,771,,,,,,,638,6132,,,6151,6289,,,640,11995
testnet,ALCHEMY_URL,transfer-test,,,0,803,815,929,,,,,,,,,816,7936,7961,8076,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,678,714,820,,,,,,,,,716,7817,7861,7968,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1069,1070,1164,,,,,,,,,1071,4927,4949,5056,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,661,662,740,,,,,,,,,663,7605,7655,7729,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,549,561,640,,,,,,,,,563,4213,4236,4313,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,687,715,787,,,,,,,,,716,7417,7452,7523,,,,
mainnet,default,headless-kittypunch-swap-1,0,21571,,,,,21615,22840,,,22841,41252,,,,,,,41277,48110,,
mainnet,default,headless-kittypunch-swap-2,0,2720,,,,,,,2719,5427,5433,23813,,,,,,,23832,30443,,
