network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,394,408,428,,,409,6805,6844,6864,,
testnet,default,transfer-erc20-test,0,283,306,329,,,309,6693,6742,6763,,
testnet,default,transfer-cadence-soft-finality-test,0,428,469,525,470,4636,,,4659,4710,471,7796
testnet,default,transfer-cadence-test,0,313,356,397,357,6770,,,6793,10651,359,11020
mainnet,default,transfer-test,0,474,513,541,,,514,13390,13391,13418,,
mainnet,default,transfer-cadence-soft-finality-test,0,509,520,586,521,6494,,,6496,6562,522,11809
testnet,ALCHEMY_URL,transfer-test,0,400,410,441,,,411,6929,6957,6998,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,503,511,560,,,515,7007,7046,7080,,
mainnet,ALCHEMY_URL,transfer-test,0,396,409,443,,,410,6894,6895,6923,,
testnet,QUICKNODE_URL,transfer-test,0,339,357,377,,,358,6765,6787,6806,,
testnet,QUICKNODE_URL,transfer-erc20-test,1,353,358,386,,,361,6753,6796,6817,,
mainnet,QUICKNODE_URL,transfer-test,0,496,513,540,,,514,6975,6994,7021,,
