network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,375,404,409,,,406,6636,6676,6680,,
testnet,default,transfer-erc20-test,0,159,207,216,,,210,6440,6473,6479,,
testnet,default,transfer-cadence-soft-finality-test,0,456,463,496,462,6700,,,6704,6735,464,10860
testnet,default,transfer-cadence-test,0,241,243,269,243,5374,,,5386,9104,246,9548
mainnet,default,transfer-test,0,248,253,258,,,254,6494,6527,6543,,
mainnet,default,transfer-cadence-soft-finality-test,0,484,516,563,516,5006,,,5050,5097,517,11261
testnet,ALCHEMY_URL,transfer-test,0,288,306,331,,,307,6693,6731,6745,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,193,203,219,,,206,6560,6569,6581,,
mainnet,ALCHEMY_URL,transfer-test,0,430,455,467,,,456,6780,6824,6835,,
testnet,QUICKNODE_URL,transfer-test,0,137,151,156,,,152,6382,6427,6431,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,149,155,163,,,158,6418,6468,6475,,
mainnet,QUICKNODE_URL,transfer-test,0,237,257,262,,,258,6500,6531,6536,,
