network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,956,969,1038,,,970,7839,7866,7931,,
testnet,default,transfer-erc20-test,0,674,717,793,,,721,7614,7661,7737,,
testnet,default,transfer-cadence-soft-finality-test,0,886,932,1038,933,5433,,,5433,5535,935,8753
testnet,default,transfer-cadence-test,0,713,757,843,758,6378,,,6423,9096,760,9715
mainnet,default,transfer-test,0,1196,1225,1302,,,1226,4897,4902,4978,,
mainnet,default,transfer-cadence-soft-finality-test,0,771,782,901,783,4881,,,4917,5037,784,10452
testnet,ALCHEMY_URL,transfer-test,0,1472,1485,1716,,,1486,9214,9243,9346,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1559,1582,1828,,,1584,9398,9440,9534,,
mainnet,ALCHEMY_URL,transfer-test,0,1316,1325,1548,,,1326,5809,5817,6051,,
testnet,QUICKNODE_URL,transfer-test,0,715,713,784,,,715,7612,7652,7723,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,993,1021,1099,,,1024,7948,7964,8038,,
mainnet,QUICKNODE_URL,transfer-test,0,895,920,1000,,,919,4588,4592,4668,,
