network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,609,612,637,,,613,7065,7092,7117,,
testnet,default,transfer-erc20-test,0,479,509,539,,,512,6973,6991,7018,,
testnet,default,transfer-cadence-soft-finality-test,0,410,447,509,448,5648,,,5653,5715,450,8835
testnet,default,transfer-cadence-test,0,327,361,426,362,4531,,,4549,7992,363,8782
mainnet,default,transfer-test,0,667,715,756,,,716,7390,7405,7446,,
testnet,ALCHEMY_URL,transfer-test,0,522,563,609,,,563,7240,7248,7295,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,480,509,575,,,512,7184,7199,7254,,
mainnet,ALCHEMY_URL,transfer-test,0,497,509,551,,,510,7115,7145,7194,,
testnet,QUICKNODE_URL,transfer-test,0,405,407,441,,,408,6875,6890,6915,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,371,408,438,,,411,6866,6893,6920,,
mainnet,QUICKNODE_URL,transfer-test,0,709,714,756,,,715,7294,7298,7337,,
