network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,723,760,791,,,,,,,,,761,4047,4052,4083,,,,
testnet,default,transfer-erc20-test,,,0,505,503,541,,,,,,,,,506,3838,3887,3921,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,447,458,797,,,,,,,458,4659,,,4682,4715,,,460,7810
testnet,default,transfer-cadence-test,,,0,236,248,335,,,,,,,249,4462,,,4480,6818,,,250,7599
mainnet,default,transfer-test,,,0,844,855,861,,,,,,,,,855,13503,13522,13528,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,487,506,570,,,,,,,507,7086,,,7088,7152,,,508,12445
testnet,ALCHEMY_URL,transfer-test,,,0,517,553,595,,,,,,,,,554,3861,3879,3924,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,388,401,449,,,,,,,,,404,3684,3731,3792,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,382,404,439,,,,,,,,,405,6840,6860,6884,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,413,455,461,,,,,,,,,455,3502,120000,240410,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,491,503,512,,,,,,,,,506,3541,3566,3572,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,523,553,559,,,,,,,,,554,6800,6828,6833,,,,
mainnet,default,headless-kittypunch-swap-1,0,20547,,,,,20549,28662,,,28713,47184,,,,,,,47222,53628,,
mainnet,default,headless-kittypunch-swap-2,0,2481,,,,,,,2484,8355,8376,27037,,,,,,,27054,30425,,
