network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1021,1056,1140,,,,,,,1057,4552,4585,4631,,,,
testnet,default,transfer-erc20-test,,,0,805,804,856,,,,,,,807,4224,4226,4272,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,501,506,858,,,,,507,4894,,,4932,5021,,,508,7032
testnet,default,transfer-cadence-test,,,0,381,430,504,,,,,431,3655,,,3655,6976,,,432,7887
mainnet,default,transfer-test,,,0,675,705,762,,,,,,,706,7262,7289,7345,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,472,517,632,,,,,518,8148,,,8154,8253,,,520,12991
testnet,ALCHEMY_URL,transfer-test,,,0,939,958,1064,,,,,,,958,4872,4883,5005,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,846,856,976,,,,,,,859,4739,4747,4862,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1016,1060,1184,,,,,,,1060,8212,8257,8373,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,710,756,820,,,,,,,757,4298,4343,4403,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,651,657,723,,,,,,,660,4200,4243,4309,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,653,660,718,,,,,,,661,7215,7217,7273,,,,
mainnet,default,headless-kittypunch-swap-1,0,21154,,,,,21193,30035,30083,49269,,,,,,,49279,56270,,
