network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,595,601,619,,,602,3748,3790,3806,,
testnet,default,transfer-erc20-test,0,638,655,676,,,658,3796,3844,3862,,
testnet,default,transfer-cadence-soft-finality-test,0,402,426,446,427,3507,,,3547,3573,429,6574
testnet,default,transfer-cadence-test,0,202,230,270,230,4333,,,4359,6343,232,6382
mainnet,default,transfer-test,0,1057,1057,1085,,,1058,7513,7557,7584,,
mainnet,default,transfer-cadence-soft-finality-test,0,561,595,660,596,6456,,,6483,6568,597,9628
testnet,ALCHEMY_URL,transfer-test,0,580,605,668,,,606,4099,4144,4201,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,525,551,623,,,554,3965,3980,4063,,
mainnet,ALCHEMY_URL,transfer-test,0,726,754,817,,,755,7390,7403,7448,,
testnet,QUICKNODE_URL,transfer-test,0,503,501,521,,,501,6877,6905,6924,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,397,403,429,,,406,3566,3581,3603,,
mainnet,QUICKNODE_URL,transfer-test,0,660,706,730,,,707,7144,7162,7186,,
