network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1027,1054,1074,,,1055,7440,7452,7468,,
testnet,default,transfer-erc20-test,0,777,805,849,,,808,7225,7260,7284,,
testnet,default,transfer-cadence-soft-finality-test,0,639,657,846,658,5036,,,5076,5176,660,9307
testnet,default,transfer-cadence-test,0,916,961,1009,961,6247,,,6247,9676,963,9469
mainnet,default,transfer-test,0,830,856,880,,,857,7277,7308,7331,,
mainnet,default,transfer-cadence-soft-finality-test,0,426,458,523,459,32511,,,32515,32597,460,32511
testnet,ALCHEMY_URL,transfer-test,0,897,909,974,,,910,7650,7663,7723,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,753,752,837,,,755,7453,7462,7547,,
mainnet,ALCHEMY_URL,transfer-test,0,551,558,615,,,559,13661,13705,13752,,
testnet,QUICKNODE_URL,transfer-test,0,422,454,473,,,454,6833,6852,6871,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,441,457,481,,,460,6835,6861,6882,,
mainnet,QUICKNODE_URL,transfer-test,0,805,806,830,,,807,7231,7255,7278,,
