network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1035,1070,1178,,,,,,,1071,7818,7855,7914,,,,
testnet,default,transfer-erc20-test,,,0,779,815,878,,,,,,,819,7698,7704,7765,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,534,543,655,,,,,544,7109,,,7125,7234,,,545,10349
testnet,default,transfer-cadence-test,,,0,393,418,550,,,,,418,5921,,,5932,9371,,,419,9254
mainnet,default,transfer-test,,,0,940,968,1040,,,,,,,969,7671,7702,7773,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,685,700,1255,,,,,700,8402,,,8408,8572,,,702,10696
testnet,ALCHEMY_URL,transfer-test,,,0,1090,1122,1238,,,,,,,1123,8180,8213,8317,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1186,1223,1323,,,,,,,1226,8188,8215,8307,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,856,866,1010,,,,,,,867,4562,4595,4708,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,742,764,832,,,,,,,765,7627,7654,7720,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,749,764,839,,,,,,,767,7629,7654,7726,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,730,764,836,,,,,,,765,7462,7502,7573,,,,
mainnet,default,headless-kittypunch-swap-1,0,21411,,,,,21420,30075,30096,48653,,,,,,,48684,55566,,
