network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,482,510,519,,,,,,,,,511,3580,3624,3632,,,,
testnet,default,transfer-erc20-test,,,0,251,256,268,,,,,,,,,258,3332,3370,3381,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,277,284,326,,,,,,,285,4457,,,4470,4510,,,287,7582
testnet,default,transfer-cadence-test,,,0,241,247,268,,,,,,,247,4391,,,4431,6397,,,249,6475
mainnet,default,transfer-test,,,0,711,715,725,,,,,,,,,715,7003,7042,7051,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,459,485,536,,,,,,,485,5034,,,5077,5130,,,487,9207
testnet,ALCHEMY_URL,transfer-test,,,0,558,561,616,,,,,,,,,561,3903,3930,3970,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,538,562,622,,,,,,,,,565,3977,3983,4022,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,319,357,366,,,,,,,,,358,6635,6683,6691,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,251,256,269,,,,,,,,,258,6535,6584,6594,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,457,459,469,,,,,,,,,459,6745,6788,6797,,,,
mainnet,default,headless-kittypunch-swap-3,0,18734,,,,,18758,22234,,,22243,37885,,,,,,,37891,45239,,
mainnet,default,headless-kittypunch-swap-4,0,1728,,,,,,,1742,5785,5789,21531,,,,,,,21553,28903,,
