network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,767,810,881,,,811,4434,4448,4518,,
testnet,default,transfer-erc20-test,0,607,606,681,,,609,4233,4257,4330,,
testnet,default,transfer-cadence-soft-finality-test,0,553,600,703,601,4021,,,4030,4133,602,6230
testnet,default,transfer-cadence-test,0,548,596,679,597,3941,,,3983,6531,598,7252
mainnet,default,transfer-test,0,1158,1161,1322,,,1162,5064,5099,5170,,
mainnet,default,transfer-cadence-soft-finality-test,0,619,629,746,630,5022,,,5064,5885,632,16190
testnet,ALCHEMY_URL,transfer-test,0,682,708,833,,,709,4974,5014,5114,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1134,1169,1403,,,1172,5413,5421,5516,,
mainnet,ALCHEMY_URL,transfer-test,0,1361,1364,1605,,,1365,5612,5616,5707,,
testnet,QUICKNODE_URL,transfer-test,0,645,658,729,,,659,4270,4302,4374,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,666,707,779,,,711,4312,4362,4436,,
mainnet,QUICKNODE_URL,transfer-test,0,880,909,980,,,910,8010,8020,8089,,
