network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,850,863,934,,,,,,,864,4506,4555,4626,,,,
testnet,default,transfer-erc20-test,,,0,683,712,792,,,,,,,715,4363,4413,4487,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,839,879,989,,,,,880,4294,,,4308,4412,,,881,7609
testnet,default,transfer-cadence-test,,,0,702,742,828,,,,,743,4100,,,4116,6917,,,745,7429
mainnet,default,transfer-test,,,0,1149,1160,1236,,,,,,,1161,8105,8140,8215,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,743,776,904,,,,,777,5685,,,5717,5836,,,778,10136
testnet,ALCHEMY_URL,transfer-test,,,0,1275,1315,1453,,,,,,,1316,5216,5253,5437,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1104,1110,1238,,,,,,,1114,5027,5058,5173,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1259,1262,1419,,,,,,,1262,5355,5360,5474,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,672,710,781,,,,,,,711,4357,4403,4474,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,648,660,768,,,,,,,664,4485,4501,4575,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1137,1165,1243,,,,,,,1166,8108,8127,8204,,,,
mainnet,default,headless-kittypunch-swap-3,0,17761,,,,,17767,52962,52989,68746,,,,,,,68796,77154,,
