network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,691,702,738,,,,,,,,,703,7254,7287,7323,,,,
testnet,default,transfer-erc20-test,,,0,765,803,846,,,,,,,,,806,7307,7324,7361,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,493,534,591,,,,,,,535,5869,,,5912,5970,,,537,9048
testnet,default,transfer-cadence-test,,,0,502,509,584,,,,,,,510,6865,,,6895,9648,,,511,9982
mainnet,default,transfer-test,,,1,1028,1057,1082,,,,,,,,,1058,13908,13953,13976,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,396,429,525,,,,,,,430,7396,,,7422,7488,,,431,10528
testnet,ALCHEMY_URL,transfer-test,,,0,729,753,821,,,,,,,,,754,7462,7496,7570,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,721,752,811,,,,,,,,,755,7398,7446,7513,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,956,957,1008,,,,,,,,,958,7601,7649,7708,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,440,451,471,,,,,,,,,452,6837,6873,6892,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,473,500,524,,,,,,,,,503,6880,6923,6944,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,517,553,577,,,,,,,,,553,6978,6978,7002,,,,
mainnet,default,headless-kittypunch-swap-1,0,21064,,,,,21088,29677,,,29683,48187,,,,,,,48192,55024,,
mainnet,default,headless-kittypunch-swap-2,0,2117,,,,,,,2146,8272,8285,26598,,,,,,,26638,33144,,
