network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,873,904,951,,,904,7433,7477,7572,,
testnet,default,transfer-erc20-test,0,868,905,943,,,908,7459,7493,7529,,
testnet,default,transfer-cadence-soft-finality-test,0,668,689,781,690,7352,,,7377,7481,691,9730
testnet,default,transfer-cadence-test,0,470,510,724,511,6912,,,6945,8725,512,9441
mainnet,default,transfer-test,0,588,604,614,,,605,6885,6917,6927,,
mainnet,default,transfer-cadence-soft-finality-test,0,499,521,592,521,31540,,,31579,31631,523,31540
testnet,ALCHEMY_URL,transfer-test,0,678,702,765,,,702,13729,13743,13776,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,471,507,564,,,510,7056,7091,7135,,
mainnet,ALCHEMY_URL,transfer-test,0,424,456,517,,,457,13469,13501,13554,,
testnet,QUICKNODE_URL,transfer-test,0,518,555,565,,,556,6827,6864,6872,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,255,302,315,,,305,6575,6600,6611,,
mainnet,QUICKNODE_URL,transfer-test,0,1054,1055,1067,,,1056,7340,7359,7369,,
