network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,434,457,476,,,458,6832,6877,6895,,
testnet,default,transfer-erc20-test,0,287,305,327,,,307,6683,6715,6734,,
testnet,default,transfer-cadence-soft-finality-test,0,467,516,569,516,6682,,,6712,6765,517,9859
testnet,default,transfer-cadence-test,0,308,352,384,351,6519,,,6538,9474,353,9682
mainnet,default,transfer-test,0,397,405,429,,,405,6824,6826,6849,,
testnet,ALCHEMY_URL,transfer-test,0,456,506,551,,,506,7015,7017,7054,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,357,403,451,,,405,6942,6969,6999,,
mainnet,ALCHEMY_URL,transfer-test,0,345,354,385,,,355,6821,6822,6856,,
testnet,QUICKNODE_URL,transfer-test,0,290,302,321,,,303,6678,6725,6743,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,282,305,327,,,308,6684,6711,6731,,
mainnet,QUICKNODE_URL,transfer-test,0,384,404,429,,,404,6826,6866,6889,,
