network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,871,904,940,,,904,13883,13911,13947,,
testnet,default,transfer-erc20-test,0,799,807,877,,,810,13782,13807,13861,,
testnet,default,transfer-cadence-soft-finality-test,0,824,870,1150,870,9743,,,9762,9802,872,9743
testnet,default,transfer-cadence-test,0,605,636,937,637,9623,,,9624,13284,639,10662
mainnet,default,transfer-test,0,510,552,563,,,553,6838,6878,6889,,
mainnet,default,transfer-cadence-soft-finality-test,0,637,684,735,685,5650,,,5657,5709,686,10759
testnet,ALCHEMY_URL,transfer-test,0,662,708,750,,,708,7274,7284,7323,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,493,505,545,,,508,7024,7052,7091,,
mainnet,ALCHEMY_URL,transfer-test,0,1124,1159,1267,,,1160,8600,8601,8717,,
testnet,QUICKNODE_URL,transfer-test,0,383,405,414,,,406,6681,6709,6718,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,253,252,264,,,254,6529,6549,6559,,
mainnet,QUICKNODE_URL,transfer-test,0,535,552,562,,,553,6836,6879,6888,,
