network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,675,708,777,,,709,7586,7626,7694,,
testnet,default,transfer-erc20-test,0,588,606,672,,,609,7422,7468,7531,,
testnet,default,transfer-cadence-soft-finality-test,0,557,604,710,605,6055,,,6092,6196,606,9376
testnet,default,transfer-cadence-test,0,507,510,586,511,5923,,,5951,9399,512,10311
mainnet,default,transfer-test,0,663,708,783,,,709,4345,4389,4463,,
testnet,ALCHEMY_URL,transfer-test,0,1195,1209,1476,,,1209,6044,6048,6285,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,874,909,1029,,,912,8324,8371,8494,,
mainnet,ALCHEMY_URL,transfer-test,0,1312,1314,1413,,,1315,5550,5599,5695,,
testnet,QUICKNODE_URL,transfer-test,0,646,657,725,,,657,4223,4242,4304,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,582,607,673,,,610,7423,7425,7488,,
mainnet,QUICKNODE_URL,transfer-test,0,888,911,986,,,912,8097,8121,8196,,
