network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,770,816,872,,,,,,,817,7349,7397,7430,,,,
testnet,default,transfer-erc20-test,,,0,558,564,600,,,,,,,566,7051,7097,7131,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,466,508,562,,,,,508,6915,,,6940,6977,,,510,10116
testnet,default,transfer-cadence-test,,,0,309,351,409,,,,,352,5658,,,5662,9158,,,353,9853
mainnet,default,transfer-test,,,0,1137,1173,1197,,,,,,,1174,7604,7655,7678,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,609,620,697,,,,,620,31652,,,31685,31751,,,622,31652
testnet,ALCHEMY_URL,transfer-test,,,0,905,918,967,,,,,,,917,7579,7604,7653,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,844,867,925,,,,,,,870,7535,7553,7604,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,776,816,864,,,,,,,817,7455,7503,7587,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,666,714,734,,,,,,,715,7107,7146,7164,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,516,561,585,,,,,,,564,6946,6992,7019,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,517,560,584,,,,,,,561,6992,7039,7062,,,,
mainnet,default,headless-kittypunch-swap-1,0,21244,,,,,21294,30185,30224,48611,,,,,,,48658,55168,,
