network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,692,708,782,,,708,7647,7664,7738,,
testnet,default,transfer-erc20-test,0,603,605,678,,,608,7499,7521,7592,,
testnet,default,transfer-cadence-soft-finality-test,0,618,656,767,656,5074,,,5087,5359,658,8421
testnet,default,transfer-cadence-test,0,551,594,676,595,4989,,,5023,8471,596,9422
mainnet,default,transfer-test,0,920,961,1038,,,962,7894,7918,7994,,
testnet,ALCHEMY_URL,transfer-test,0,1389,1411,1685,,,1412,9239,9269,9373,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1091,1114,1386,,,1116,5802,5812,6079,,
mainnet,ALCHEMY_URL,transfer-test,0,845,860,1134,,,860,8132,8166,8265,,
testnet,QUICKNODE_URL,transfer-test,0,709,710,780,,,711,7620,7659,7728,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,662,709,787,,,712,7649,7670,7745,,
mainnet,QUICKNODE_URL,transfer-test,0,900,911,988,,,912,7863,7869,7946,,
