network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,654,654,712,,,,,,,654,3915,3931,3967,,,,
testnet,default,transfer-erc20-test,,,0,498,502,542,,,,,,,504,3759,3781,3816,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,475,485,523,,,,,485,4738,,,4752,4814,,,487,7852
testnet,default,transfer-cadence-test,,,0,309,320,379,,,,,320,4543,,,4589,6816,,,322,7683
mainnet,default,transfer-test,,,0,585,607,617,,,,,,,608,6889,6896,6905,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,358,394,582,,,,,393,7859,,,7877,7945,,,395,11007
testnet,ALCHEMY_URL,transfer-test,,,0,490,503,548,,,,,,,504,3820,3868,3909,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,346,353,399,,,,,,,355,3656,3666,3704,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,658,703,733,,,,,,,704,7211,7233,7266,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,585,605,614,,,,,,,606,3670,3672,3680,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,460,504,518,,,,,,,507,6779,6828,6838,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,260,301,311,,,,,,,302,6580,6622,6631,,,,
mainnet,default,headless-kittypunch-swap-1,0,20769,,,,,20817,28984,29000,47569,,,,,,,47595,54107,,
