network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,433,458,478,,,459,6847,6886,6905,,
testnet,default,transfer-erc20-test,0,310,357,380,,,360,6750,6788,6808,,
testnet,default,transfer-cadence-soft-finality-test,0,416,455,513,456,6823,,,6832,6886,457,9989
testnet,default,transfer-cadence-test,0,319,362,399,363,6667,,,6688,10090,365,10904
mainnet,default,transfer-test,0,648,663,687,,,664,3869,3883,3906,,
mainnet,default,transfer-cadence-soft-finality-test,0,519,547,614,548,5235,,,5244,5310,550,10634
testnet,ALCHEMY_URL,transfer-test,0,709,714,754,,,715,7346,7346,7381,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,403,412,469,,,414,6993,6995,7037,,
mainnet,ALCHEMY_URL,transfer-test,0,542,560,608,,,561,7066,7094,7126,,
testnet,QUICKNODE_URL,transfer-test,0,264,306,325,,,306,6698,6734,6757,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,415,460,489,,,464,6887,6891,6916,,
mainnet,QUICKNODE_URL,transfer-test,0,556,561,585,,,561,3766,3778,3801,,
