network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,951,958,1023,,,,,,,959,4548,4582,4643,,,,
testnet,default,transfer-erc20-test,,,0,860,906,972,,,,,,,909,4350,4380,4443,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,597,634,743,,,,,634,3975,,,4001,4063,,,636,7171
testnet,default,transfer-cadence-test,,,0,500,534,677,,,,,535,4846,,,4856,7047,,,536,6976
mainnet,default,transfer-test,,,0,929,953,1025,,,,,,,954,7664,7682,7752,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,913,924,1089,,,,,925,7706,,,7752,7866,,,927,8828
testnet,ALCHEMY_URL,transfer-test,,,0,1174,1207,1330,,,,,,,1207,5047,5075,5177,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1082,1105,1212,,,,,,,1107,4925,4927,5034,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1053,1057,1186,,,,,,,1058,8209,8243,8350,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,823,855,923,,,,,,,856,4451,4475,4541,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,687,705,782,,,,,,,708,4311,4335,4404,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,745,754,825,,,,,,,754,4236,4268,4339,,,,
mainnet,default,headless-kittypunch-swap-1,0,21400,,,,,21436,29950,29974,48377,,,,,,,48392,55255,,
