network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,974,1020,1056,,,1021,4328,4343,4377,,
testnet,default,transfer-erc20-test,0,527,561,601,,,564,3826,3830,3866,,
testnet,default,transfer-cadence-soft-finality-test,0,465,473,533,473,3718,,,3742,3805,475,6888
testnet,default,transfer-cadence-test,0,270,281,342,281,4560,,,4571,6954,283,7705
mainnet,default,transfer-test,0,931,969,979,,,969,7253,7298,7307,,
mainnet,default,transfer-cadence-soft-finality-test,0,451,463,514,463,8512,,,8526,8594,465,12723
testnet,ALCHEMY_URL,transfer-test,0,811,815,852,,,816,4390,4391,4426,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,650,663,707,,,666,3996,60000,121217,,
mainnet,ALCHEMY_URL,transfer-test,0,382,408,466,,,409,6970,6991,7031,,
testnet,QUICKNODE_URL,transfer-test,0,413,459,468,,,460,3531,3575,3583,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,339,357,369,,,359,3431,3476,3486,,
mainnet,QUICKNODE_URL,transfer-test,0,452,458,467,,,459,6745,6784,6793,,
