network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,345,353,358,,,,,,,354,3383,3433,3437,,,,
testnet,default,transfer-erc20-test,,,0,183,204,213,,,,,,,206,6437,6457,6464,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,311,318,360,,,,,319,3445,,,3491,3529,,,321,7609
testnet,default,transfer-cadence-test,,,0,230,229,267,,,,,230,3320,,,3352,6877,,,232,7479
mainnet,default,transfer-test,,,0,334,356,361,,,,,,,357,3393,3437,3442,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,238,242,287,,,,,242,5849,,,5863,5907,,,244,13137
testnet,ALCHEMY_URL,transfer-test,,,0,717,755,810,,,,,,,756,4095,4141,4190,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,545,553,584,,,,,,,556,3834,3842,3880,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,480,508,552,,,,,,,508,13676,13679,13722,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,180,202,207,,,,,,,203,3231,3232,3236,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,179,203,211,,,,,,,205,6436,6459,6464,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,573,604,609,,,,,,,604,6843,6857,6862,,,,
mainnet,default,headless-kittypunch-swap-3,0,17812,,,,,17839,20615,20629,36313,,,,,,,36321,45194,,
