network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1021,1058,1121,,,,,,,1059,7815,7856,7918,,,,
testnet,default,transfer-erc20-test,,,0,875,906,976,,,,,,,909,7716,7759,7821,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,408,445,509,,,,,446,6886,,,6931,6995,,,447,10084
testnet,default,transfer-cadence-test,,,0,479,513,599,,,,,514,7003,,,7037,8590,,,515,9187
mainnet,default,transfer-test,,,0,708,753,825,,,,,,,754,7451,7482,7552,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,620,651,1000,,,,,651,5884,,,5884,6010,,,653,9346
testnet,ALCHEMY_URL,transfer-test,,,0,818,854,964,,,,,,,855,7939,7950,8041,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,761,805,903,,,,,,,808,7827,7843,7933,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,3965,3963,4158,,,,,,,3964,11418,11453,11651,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,834,859,927,,,,,,,860,7714,7754,7821,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,889,908,983,,,,,,,911,7807,7853,7926,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,716,755,826,,,,,,,756,7454,7493,7565,,,,
mainnet,default,headless-kittypunch-swap-1,0,21091,,,,,21134,30281,30294,48813,,,,,,,48842,55707,,
