network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,315,354,360,,,355,6595,6614,6619,,
testnet,default,transfer-erc20-test,0,161,202,212,,,205,6443,6487,6494,,
testnet,default,transfer-cadence-soft-finality-test,0,325,332,372,333,6607,,,6624,6661,334,10765
testnet,default,transfer-cadence-test,0,226,237,256,237,6454,,,6483,9082,239,9575
mainnet,default,transfer-test,0,376,407,413,,,407,6653,6664,6670,,
mainnet,default,transfer-cadence-soft-finality-test,0,354,354,401,354,5198,,,5236,5996,356,10449
testnet,ALCHEMY_URL,transfer-test,0,566,607,638,,,608,7017,7028,7053,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,235,253,285,,,256,6607,6622,6638,,
mainnet,ALCHEMY_URL,transfer-test,1,347,354,365,,,355,6667,6676,6690,,
testnet,QUICKNODE_URL,transfer-test,0,188,204,209,,,204,6443,6477,6482,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,185,206,215,,,209,6448,6482,6490,,
mainnet,QUICKNODE_URL,transfer-test,0,602,602,609,,,603,6849,6873,6879,,
