network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,509,510,532,,,510,6900,6938,6955,,
testnet,default,transfer-erc20-test,0,344,357,379,,,359,6738,6740,6759,,
testnet,default,transfer-cadence-soft-finality-test,0,488,537,592,537,4674,,,4674,4728,539,8896
testnet,default,transfer-cadence-test,0,300,347,381,348,4487,,,4531,8555,349,8707
mainnet,default,transfer-test,0,679,714,739,,,715,7229,7245,7268,,
testnet,ALCHEMY_URL,transfer-test,0,370,408,447,,,408,6944,6993,7021,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,291,305,349,,,308,6804,6839,6869,,
mainnet,ALCHEMY_URL,transfer-test,0,272,305,333,,,306,6798,6839,6868,,
testnet,QUICKNODE_URL,transfer-test,0,300,305,323,,,306,6682,6687,6704,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,273,305,327,,,308,6687,6688,6707,,
mainnet,QUICKNODE_URL,transfer-test,0,573,612,636,,,613,7230,7250,7273,,
