network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,828,868,943,,,,,,,,,869,4516,4547,4620,,,,
testnet,default,transfer-erc20-test,,,1,718,716,794,,,,,,,,,719,4398,4443,4519,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,593,638,743,,,,,,,637,4064,,,4106,4210,,,639,7395
testnet,default,transfer-cadence-test,,,0,574,614,706,,,,,,,614,4019,,,4035,7217,,,616,7360
mainnet,default,transfer-test,,,0,1328,1326,1399,,,,,,,,,1327,8249,8269,8342,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,686,723,852,,,,,,,724,8164,,,8175,8289,,,726,12541
testnet,ALCHEMY_URL,transfer-test,,,0,1139,1180,1290,,,,,,,,,1181,5127,5167,5287,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,789,815,946,,,,,,,,,818,4644,4648,4748,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1028,1071,1163,,,,,,,,,1072,4948,4949,5043,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,726,765,839,,,,,,,,,766,4433,4441,4515,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,674,713,782,,,,,,,,,715,4342,4388,4454,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1233,1278,1354,,,,,,,,,1279,8204,8216,8291,,,,
mainnet,default,headless-kittypunch-swap-3,0,17940,,,,,17946,41104,,,41109,56899,,,,,,,56907,65258,,
mainnet,default,headless-kittypunch-swap-4,0,1790,,,,,,,1796,5061,5066,20756,,,,,,,20786,29134,,
