network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,699,715,748,,,,,,,716,3971,3981,4035,,,,
testnet,default,transfer-erc20-test,,,0,947,968,1005,,,,,,,971,7456,7500,7537,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,395,407,467,,,,,408,6682,,,6686,6722,,,409,9790
testnet,default,transfer-cadence-test,,,0,565,604,640,,,,,605,5874,,,5919,8335,,,607,8986
mainnet,default,transfer-test,,,0,612,612,619,,,,,,,613,6866,6908,6914,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,454,482,547,,,,,483,5510,,,5557,5621,,,485,8240
testnet,ALCHEMY_URL,transfer-test,,,0,736,766,836,,,,,,,768,7337,7348,7383,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,520,560,618,,,,,,,563,7090,7096,7134,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,487,510,548,,,,,,,511,7567,7601,7887,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,355,357,362,,,,,,,357,6599,6636,6641,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,355,357,367,,,,,,,360,6606,6638,6645,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,356,403,409,,,,,,,404,6658,6660,6666,,,,
mainnet,default,headless-kittypunch-swap-1,0,21138,,,,,21138,29547,29557,48110,,,,,,,48136,54599,,
