network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,605,612,686,,,612,7431,7466,7527,,
testnet,default,transfer-erc20-test,0,686,714,795,,,717,7565,7603,7665,,
testnet,default,transfer-cadence-soft-finality-test,0,580,626,725,627,5031,,,5067,5174,628,8354
testnet,default,transfer-cadence-test,0,516,518,596,519,5936,,,5976,9435,520,10327
mainnet,default,transfer-test,0,882,919,989,,,920,4570,4595,4665,,
testnet,ALCHEMY_URL,transfer-test,0,1351,1380,1640,,,1381,5294,5321,5434,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,799,817,918,,,820,7881,7913,8013,,
mainnet,ALCHEMY_URL,transfer-test,0,1287,1325,1425,,,1326,8656,8673,8772,,
testnet,QUICKNODE_URL,transfer-test,0,610,613,675,,,614,7424,7452,7513,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,653,663,736,,,665,7495,7500,7563,,
mainnet,QUICKNODE_URL,transfer-test,0,860,869,939,,,870,7791,7809,7879,,
