network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,646,655,710,,,,,,,656,7309,7339,7389,,,,
testnet,default,transfer-erc20-test,,,0,947,953,1008,,,,,,,955,7623,7633,7688,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,567,587,663,,,,,588,7122,,,7161,7218,,,589,10325
testnet,default,transfer-cadence-test,,,0,560,575,680,,,,,576,7114,,,7145,8577,,,578,9273
mainnet,default,transfer-test,,,0,678,707,731,,,,,,,708,7138,7145,7169,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,1454,1467,1533,,,,,1467,12375,,,12418,12484,,,1469,12375
testnet,ALCHEMY_URL,transfer-test,,,0,810,854,920,,,,,,,855,7572,7594,7651,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,561,605,669,,,,,,,608,7234,7263,7325,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,491,502,565,,,,,,,503,7160,7183,7233,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,488,501,521,,,,,,,502,6897,6933,6956,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,392,401,428,,,,,,,404,6812,6841,6866,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,936,962,987,,,,,,,963,7394,7410,7434,,,,
mainnet,default,headless-kittypunch-swap-1,0,21313,,,,,21356,30037,30046,48404,,,,,,,48440,54835,,
