network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,833,854,886,,,,,,,,,855,7308,7342,7373,,,,
testnet,default,transfer-erc20-test,,,0,841,855,890,,,,,,,,,858,7315,7334,7366,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,439,475,533,,,,,,,476,6773,,,6800,6834,,,477,9883
testnet,default,transfer-cadence-test,,,0,398,411,464,,,,,,,411,5697,,,5735,7820,,,413,7817
mainnet,default,transfer-test,,,0,852,857,862,,,,,,,,,857,7094,7111,7116,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,431,467,517,,,,,,,467,5034,,,5043,5092,,,469,11309
testnet,ALCHEMY_URL,transfer-test,,,0,606,653,700,,,,,,,,,654,7163,7201,7243,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,404,403,447,,,,,,,,,406,6847,6859,6893,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,687,709,739,,,,,,,,,709,7182,7201,7227,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,279,307,312,,,,,,,,,308,6544,6576,6581,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,299,303,312,,,,,,,,,306,6544,6580,6586,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,702,703,708,,,,,,,,,704,6943,6973,6979,,,,
mainnet,default,headless-kittypunch-swap-1,0,20569,,,,,20605,28942,,,28992,47238,,,,,,,47254,53624,,
mainnet,default,headless-kittypunch-swap-2,0,1931,,,,,,,1936,8016,8064,26294,,,,,,,26303,33136,,
