network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,790,803,865,,,,,,,,,804,4288,4320,4380,,,,
testnet,default,transfer-erc20-test,,,0,1008,1054,1119,,,,,,,,,1057,4682,4728,4790,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,599,635,747,,,,,,,635,3898,,,3899,4069,,,636,8176
testnet,default,transfer-cadence-test,,,0,550,583,695,,,,,,,584,3840,,,3848,7767,,,586,8149
mainnet,default,transfer-test,,,0,545,555,627,,,,,,,,,556,7261,7286,7358,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,757,768,892,,,,,,,769,8215,,,8249,8438,,,770,10374
testnet,ALCHEMY_URL,transfer-test,,,0,866,909,1033,,,,,,,,,910,4811,4846,4968,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,749,758,881,,,,,,,,,761,4507,4545,4683,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1173,1209,1330,,,,,,,,,1210,14834,14856,14973,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,546,552,627,,,,,,,,,553,4213,4229,4304,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,523,552,629,,,,,,,,,556,4200,4234,4306,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,369,403,475,,,,,,,,,403,7100,7150,7221,,,,
mainnet,default,headless-kittypunch-swap-1,0,21046,,,,,21085,22326,,,22350,41054,,,,,,,41102,47686,,
mainnet,default,headless-kittypunch-swap-2,0,2929,,,,,,,2978,5766,5798,23977,,,,,,,24010,30361,,
