network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,496,510,547,,,,,,,,,511,7041,7066,7100,,,,
testnet,default,transfer-erc20-test,,,0,339,352,391,,,,,,,,,355,6847,6861,6896,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,314,349,406,,,,,,,350,6710,,,6722,6761,,,352,9872
testnet,default,transfer-cadence-test,,,0,497,537,595,,,,,,,538,5849,,,5895,8797,,,540,9014
mainnet,default,transfer-test,,,0,941,969,994,,,,,,,,,970,7422,7466,7490,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,756,765,842,,,,,,,765,8701,,,8738,8803,,,767,10855
testnet,ALCHEMY_URL,transfer-test,,,0,804,805,883,,,,,,,,,806,7422,7428,7472,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,382,408,452,,,,,,,,,410,7004,7041,7080,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,999,1019,1071,,,,,,,,,1020,8532,8542,8622,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,485,505,525,,,,,,,,,505,6890,6907,6926,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,445,459,482,,,,,,,,,462,6843,6892,6914,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,908,918,946,,,,,,,,,919,7366,7371,7398,,,,
mainnet,default,headless-kittypunch-swap-1,0,21161,,,,,21163,30203,,,30211,48736,,,,,,,48767,61885,,
mainnet,default,headless-kittypunch-swap-2,0,2143,,,,,,,2181,8934,8975,27502,,,,,,,27531,34085,,
