network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,832,868,916,,,869,7530,7532,7579,,
testnet,default,transfer-erc20-test,0,659,665,716,,,668,7329,7355,7403,,
testnet,default,transfer-cadence-soft-finality-test,0,622,643,724,644,6068,,,6101,6182,645,9319
testnet,default,transfer-cadence-test,0,438,455,515,456,5809,,,5812,9663,458,10141
mainnet,default,transfer-test,1,1088,1124,1179,,,1125,7861,7911,7965,,
mainnet,default,transfer-cadence-soft-finality-test,0,547,571,679,572,5379,,,5419,5515,573,10833
testnet,ALCHEMY_URL,transfer-test,0,845,866,934,,,867,4422,4440,4528,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,907,920,979,,,923,7744,7766,7839,,
mainnet,ALCHEMY_URL,transfer-test,0,975,972,1089,,,973,8330,8373,8478,,
testnet,QUICKNODE_URL,transfer-test,1,658,665,713,,,666,7332,7362,7408,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,506,512,562,,,515,7173,7200,7249,,
mainnet,QUICKNODE_URL,transfer-test,0,862,872,927,,,872,7607,7608,7662,,
