network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,930,969,1046,,,,,,,,,969,7665,7702,7753,,,,
testnet,default,transfer-erc20-test,,,0,839,867,924,,,,,,,,,869,7552,7552,7607,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,561,579,658,,,,,,,579,8188,,,8230,8311,,,581,11390
testnet,default,transfer-cadence-test,,,0,395,412,490,,,,,,,412,4757,,,4803,7727,,,414,7957
mainnet,default,transfer-test,,,0,869,867,891,,,,,,,,,867,7298,7299,7322,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,658,678,743,,,,,,,678,8953,,,8997,9162,,,680,11215
testnet,ALCHEMY_URL,transfer-test,,,0,876,921,1010,,,,,,,,,921,7577,7604,7664,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,820,867,944,,,,,,,,,869,7569,7604,7667,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,579,612,658,,,,,,,,,612,7318,7347,7411,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,451,459,478,,,,,,,,,459,13264,13275,13293,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,374,409,432,,,,,,,,,411,6797,6839,6859,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,725,765,789,,,,,,,,,765,7219,7248,7272,,,,
mainnet,default,headless-kittypunch-swap-1,0,21041,,,,,21056,29615,,,29625,48160,,,,,,,48210,55042,,
mainnet,default,headless-kittypunch-swap-2,0,20801,,,,,,,20839,26681,26717,45871,,,,,,,45874,49355,,
