network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,562,602,639,,,,,,,,,603,3862,3868,3902,,,,
testnet,default,transfer-erc20-test,,,0,696,703,741,,,,,,,,,705,3988,4021,4057,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,458,488,527,,,,,,,489,4728,,,4759,4801,,,491,6814
testnet,default,transfer-cadence-test,,,0,529,570,610,,,,,,,571,3753,,,3783,7134,,,573,7912
mainnet,default,transfer-test,,,0,737,755,765,,,,,,,,,756,7042,7050,7060,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,324,349,401,,,,,,,350,6897,,,6934,6992,,,352,10011
testnet,ALCHEMY_URL,transfer-test,,,0,445,455,495,,,,,,,,,456,3801,3838,3872,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,424,452,497,,,,,,,,,456,3743,3781,3815,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,668,702,739,,,,,,,,,703,7228,7251,7290,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,375,403,413,,,,,,,,,404,3477,3482,3490,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,332,353,367,,,,,,,,,356,3422,3471,3482,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,661,706,717,,,,,,,,,707,6993,7033,7042,,,,
mainnet,default,headless-kittypunch-swap-1,0,21462,,,,,21484,29832,,,29836,48090,,,,,,,48121,54957,,
mainnet,default,headless-kittypunch-swap-2,0,2985,,,,,,,3013,9008,9022,27094,,,,,,,27125,33669,,
