network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,467,505,524,,,505,6885,6932,6951,,
testnet,default,transfer-erc20-test,0,365,404,426,,,407,6781,6817,6835,,
testnet,default,transfer-cadence-soft-finality-test,0,388,433,490,434,4572,,,4614,4669,436,8800
testnet,default,transfer-cadence-test,1,316,359,396,359,4493,,,4534,8203,361,8715
mainnet,default,transfer-test,0,573,605,714,,,606,7295,7331,7439,,
testnet,ALCHEMY_URL,transfer-test,0,443,454,497,,,455,7018,7068,7104,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,339,356,388,,,358,6907,6918,6948,,
mainnet,ALCHEMY_URL,transfer-test,0,396,404,435,,,404,6943,6966,6997,,
testnet,QUICKNODE_URL,transfer-test,0,289,302,321,,,303,6681,6705,6723,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,273,303,326,,,306,6680,6726,6745,,
mainnet,QUICKNODE_URL,transfer-test,0,527,558,582,,,559,13573,13622,13646,,
