network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,439,455,474,,,456,6835,6859,6878,,
testnet,default,transfer-erc20-test,0,269,303,326,,,306,6685,6714,6736,,
testnet,default,transfer-cadence-soft-finality-test,0,509,509,554,509,5747,,,5789,5839,511,8898
testnet,default,transfer-cadence-test,0,292,342,379,343,4596,,,4614,8138,344,8801
mainnet,default,transfer-cadence-soft-finality-test,0,580,613,679,614,5416,,,5440,5507,615,10711
testnet,ALCHEMY_URL,transfer-test,0,442,455,496,,,455,6981,7021,7049,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,285,306,349,,,308,6804,6816,6844,,
mainnet,ALCHEMY_URL,transfer-test,0,314,353,380,,,354,3595,3639,3665,,
testnet,QUICKNODE_URL,transfer-test,0,306,353,373,,,354,6733,6763,6781,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,270,303,326,,,306,6703,6719,6740,,
