network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,911,956,991,,,,,,,956,7491,7501,7535,,,,
testnet,default,transfer-erc20-test,,,0,598,603,645,,,,,,,606,7180,7210,7248,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,516,550,615,,,,,550,5848,,,5870,5909,,,552,9007
testnet,default,transfer-cadence-test,,,0,306,342,401,,,,,343,5582,,,5618,8736,,,344,9741
mainnet,default,transfer-test,,,0,712,752,762,,,,,,,753,7032,7081,7090,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,347,394,446,,,,,395,8403,,,8441,8492,,,396,12526
testnet,ALCHEMY_URL,transfer-test,,,0,470,503,547,,,,,,,504,7038,7050,7080,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,353,353,388,,,,,,,355,6866,6894,6935,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,497,501,531,,,,,,,502,7020,7029,7062,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,164,203,214,,,,,,,204,6479,6529,6538,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,92,100,113,,,,,,,103,6381,6426,6436,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,495,500,510,,,,,,,501,6784,6788,6796,,,,
mainnet,default,headless-kittypunch-swap-1,0,21508,,,,,21548,22529,22557,41084,,,,,,,41109,47649,,
