network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1182,1211,1323,,,,,,,1211,8102,8117,8177,,,,
testnet,default,transfer-erc20-test,,,0,920,956,1022,,,,,,,958,7752,7760,7822,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,542,575,689,,,,,576,6054,,,6056,6120,,,578,9254
testnet,default,transfer-cadence-test,,,0,388,422,486,,,,,423,5843,,,5856,8078,,,424,8023
mainnet,default,transfer-test,,,0,1630,1654,1726,,,,,,,1655,8360,8388,8460,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,645,671,796,,,,,671,6933,,,6947,7132,,,672,11661
testnet,ALCHEMY_URL,transfer-test,,,0,931,954,1057,,,,,,,955,8054,8096,8211,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,810,851,961,,,,,,,854,7920,7944,8047,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,856,854,955,,,,,,,855,4543,4578,4678,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,783,802,875,,,,,,,803,7709,7738,7809,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,711,752,827,,,,,,,754,7631,7640,7713,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1120,1153,1225,,,,,,,1154,7861,7897,7969,,,,
mainnet,default,headless-kittypunch-swap-1,0,20788,,,,,20797,29392,29415,48125,,,,,,,48171,51985,,
