network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,887,903,1012,,,,,,,904,4583,4585,4645,,,,
testnet,default,transfer-erc20-test,,,0,855,857,922,,,,,,,860,4409,4431,4493,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,594,629,738,,,,,629,5178,,,5203,5316,,,631,8515
testnet,default,transfer-cadence-test,,,0,487,508,591,,,,,509,4862,,,4886,8164,,,510,8121
mainnet,default,transfer-test,,,0,863,908,980,,,,,,,909,7617,7666,7739,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,597,631,762,,,,,632,8000,,,8028,8151,,,634,12530
testnet,ALCHEMY_URL,transfer-test,,,0,1022,1055,1173,,,,,,,1056,4988,5035,5149,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,891,907,1024,,,,,,,909,4715,4745,4847,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,878,908,1021,,,,,,,910,8036,8065,8172,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,783,806,873,,,,,,,806,4410,4434,4501,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,853,855,931,,,,,,,858,4471,4477,4550,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,695,707,779,,,,,,,708,7407,7446,7517,,,,
mainnet,default,headless-kittypunch-swap-1,0,21373,,,,,21390,29905,29940,48416,,,,,,,48428,55263,,
