network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,877,908,983,,,,,,,909,4312,4325,4378,,,,
testnet,default,transfer-erc20-test,,,0,864,905,962,,,,,,,908,4311,4337,4392,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,765,783,864,,,,,783,4044,,,4050,4106,,,785,7213
testnet,default,transfer-cadence-test,,,0,407,421,519,,,,,422,3713,,,3744,6261,,,424,6908
mainnet,default,transfer-test,,,0,760,804,829,,,,,,,805,7233,7268,7293,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,630,664,730,,,,,664,7513,,,7555,7631,,,666,9651
testnet,ALCHEMY_URL,transfer-test,,,0,567,605,665,,,,,,,606,4057,4077,4129,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,512,554,660,,,,,,,557,4026,4034,4098,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,610,652,708,,,,,,,652,8477,8511,8571,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,493,500,520,,,,,,,500,3660,3675,3693,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,390,402,426,,,,,,,405,6780,6829,6850,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,616,653,681,,,,,,,654,7102,7133,7161,,,,
mainnet,default,headless-kittypunch-swap-1,0,20909,,,,,20933,29170,29182,47763,,,,,,,47782,54400,,
