network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,635,662,668,,,,,,,,,663,6902,6938,6942,,,,
testnet,default,transfer-erc20-test,,,0,382,411,420,,,,,,,,,414,6653,6693,6699,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,386,395,437,,,,,,,396,6603,,,6622,6662,,,397,8688
testnet,default,transfer-cadence-test,,,0,228,236,265,,,,,,,236,6498,,,6511,9078,,,238,9621
mainnet,default,transfer-test,,,0,624,663,669,,,,,,,,,664,6914,6941,6946,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,426,427,475,,,,,,,427,4826,,,4866,4916,,,429,11084
testnet,ALCHEMY_URL,transfer-test,,,0,760,766,815,,,,,,,,,767,7357,7384,7438,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,774,816,863,,,,,,,,,819,7429,7454,7496,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,674,714,768,,,,,,,,,714,7276,7295,7330,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,442,459,465,,,,,,,,,460,6697,6741,6745,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,276,304,313,,,,,,,,,306,6544,6550,6556,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1002,1019,1025,,,,,,,,,1020,13670,13673,13678,,,,
mainnet,default,headless-kittypunch-swap-1,0,21060,,,,,21096,23234,,,23249,41435,,,,,,,41481,47970,,
mainnet,default,headless-kittypunch-swap-2,0,2697,,,,,,,2696,6528,6548,25355,,,,,,,25404,31886,,
