network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,390,406,415,,,,,,,,,407,3473,3494,3504,,,,
testnet,default,transfer-erc20-test,,,0,259,306,319,,,,,,,,,309,6586,6586,6596,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,373,378,421,,,,,,,379,3487,,,3514,3557,,,380,7665
testnet,default,transfer-cadence-test,,,0,253,258,281,,,,,,,258,4452,,,4493,7345,,,260,7586
mainnet,default,transfer-test,,,0,307,305,315,,,,,,,,,306,6586,6629,6639,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,362,411,463,,,,,,,412,5266,,,5295,5346,,,413,10507
testnet,ALCHEMY_URL,transfer-test,,,0,590,608,639,,,,,,,,,609,7031,7038,7067,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,301,303,325,,,,,,,,,306,3496,3504,3526,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,579,608,929,,,,,,,,,609,13757,13764,13800,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,181,203,212,,,,,,,,,204,3286,3292,3301,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,240,256,269,,,,,,,,,259,3335,3345,3355,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,350,355,364,,,,,,,,,355,6638,6677,6686,,,,
mainnet,default,headless-kittypunch-swap-3,0,17843,,,,,17849,20604,,,20646,36402,,,,,,,36451,43865,,
mainnet,default,headless-kittypunch-swap-4,0,1724,,,,,,,1772,4770,4774,20695,,,,,,,20701,28040,,
