network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,644,657,710,,,658,7376,7422,7475,,
testnet,default,transfer-erc20-test,0,558,606,662,,,609,7329,7354,7408,,
testnet,default,transfer-cadence-soft-finality-test,0,561,572,662,572,5932,,,5954,6043,574,9209
testnet,default,transfer-cadence-test,0,488,498,567,499,6912,,,6936,10103,500,10186
mainnet,default,transfer-test,0,1177,1210,1266,,,1211,4701,4751,4805,,
testnet,ALCHEMY_URL,transfer-test,0,705,708,775,,,709,7575,7576,7642,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,536,559,619,,,562,7329,7379,7437,,
mainnet,ALCHEMY_URL,transfer-test,0,570,610,663,,,611,7358,7378,7434,,
testnet,QUICKNODE_URL,transfer-test,0,545,557,610,,,558,7274,7323,7375,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,533,558,614,,,561,7277,7321,7375,,
mainnet,QUICKNODE_URL,transfer-test,0,662,710,766,,,711,7450,7479,7534,,
