network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,868,911,989,,,912,7859,7884,7958,,
testnet,default,transfer-erc20-test,0,615,659,734,,,662,7573,7582,7653,,
testnet,default,transfer-cadence-soft-finality-test,0,932,977,1087,978,5487,,,5510,5617,979,9927
testnet,default,transfer-cadence-test,0,550,586,674,586,7313,,,7327,9418,588,9527
mainnet,default,transfer-test,0,976,1013,1087,,,1014,7921,7971,8045,,
mainnet,default,transfer-cadence-soft-finality-test,0,687,689,801,690,5730,,,5774,6187,691,11264
testnet,ALCHEMY_URL,transfer-test,0,642,658,899,,,659,7956,7996,8094,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,598,611,717,,,613,4330,4358,4453,,
mainnet,ALCHEMY_URL,transfer-test,0,691,710,798,,,710,7686,7732,7818,,
testnet,QUICKNODE_URL,transfer-test,0,648,663,731,,,664,7526,7553,7622,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,647,661,734,,,663,7540,7585,7656,,
mainnet,QUICKNODE_URL,transfer-test,0,728,758,833,,,759,7666,7674,7749,,
