network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,521,561,594,,,,,,,,,562,3823,3827,3858,,,,
testnet,default,transfer-erc20-test,,,0,711,714,751,,,,,,,,,717,3944,3982,4014,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,464,473,530,,,,,,,474,5767,,,5779,5838,,,475,8922
testnet,default,transfer-cadence-test,,,0,334,373,407,,,,,,,374,5669,,,5684,7867,,,375,8775
mainnet,default,transfer-test,,,0,236,254,260,,,,,,,,,255,12908,12955,12961,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,464,497,546,,,,,,,498,8403,,,8404,8472,,,499,10460
testnet,ALCHEMY_URL,transfer-test,,,0,441,458,504,,,,,,,,,459,6983,6990,7018,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,423,458,495,,,,,,,,,460,3689,3730,3759,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,392,410,449,,,,,,,,,411,3650,3680,3730,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,63,101,106,,,,,,,,,102,6347,6378,6383,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,63,106,115,,,,,,,,,108,6349,6382,6389,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,64,104,110,,,,,,,,,105,6358,6379,6385,,,,
mainnet,default,headless-kittypunch-swap-1,0,21025,,,,,21054,21979,,,22029,40459,,,,,,,40476,46338,,
mainnet,default,headless-kittypunch-swap-2,0,2371,,,,,,,2419,4977,4979,24462,,,,,,,24509,30389,,
