providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,992,1000,1066,7800,7928,,,1000,7807,,
default,transfer-erc20-test,0,1315,1350,1471,4950,5046,,,1350,4948,,
default,transfer-cadence-soft-finality-test,0,552,500,699,5100,5264,500,5178,,,500,8793
default,transfer-cadence-test,0,459,400,667,5850,8194,400,5943,,,400,8312
ALCHEMY_URL,transfer-test,0,1999,2000,2345,60000,120370,,,2000,92016,,
ALCHEMY_URL,transfer-erc20-test,0,1739,1750,2063,60000,120327,,,1750,91759,,
