network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,521,559,600,,,561,7158,7194,7235,,
testnet,default,transfer-erc20-test,0,515,557,607,,,560,7222,7231,7279,,
testnet,default,transfer-cadence-soft-finality-test,0,584,630,721,630,5956,,,5985,6065,632,10306
testnet,default,transfer-cadence-test,0,529,572,652,573,5940,,,5967,9707,575,10272
mainnet,default,transfer-test,0,972,1010,1065,,,1011,7715,7737,7786,,
testnet,ALCHEMY_URL,transfer-test,0,722,759,820,,,760,7580,7598,7664,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,574,607,665,,,610,7373,7388,7452,,
mainnet,ALCHEMY_URL,transfer-test,0,519,559,618,,,560,7290,7310,7360,,
testnet,QUICKNODE_URL,transfer-test,0,505,508,550,,,509,7108,7143,7183,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,542,556,607,,,559,7220,7227,7276,,
mainnet,QUICKNODE_URL,transfer-test,0,831,863,919,,,864,7578,7591,7639,,
