network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,685,714,762,,,714,4118,4132,4179,,
testnet,default,transfer-erc20-test,0,455,458,509,,,460,3829,3878,3921,,
testnet,default,transfer-cadence-soft-finality-test,0,557,580,659,581,3865,,,3897,3973,582,8185
testnet,default,transfer-cadence-test,0,404,425,481,425,3698,,,3741,6777,427,8021
mainnet,default,transfer-test,0,1209,1227,1303,,,1228,8307,8320,8393,,
mainnet,default,transfer-cadence-soft-finality-test,0,887,927,1032,928,6231,,,6236,6344,929,11746
testnet,ALCHEMY_URL,transfer-test,0,1264,1276,1405,,,1277,5183,5209,5315,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,731,765,877,,,766,4773,4799,4907,,
mainnet,ALCHEMY_URL,transfer-test,0,792,817,920,,,818,7948,7959,8080,,
testnet,QUICKNODE_URL,transfer-test,0,428,458,500,,,459,3854,3877,3917,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,436,458,508,,,460,3869,3879,3927,,
mainnet,QUICKNODE_URL,transfer-test,0,1112,1121,1281,,,1122,5006,5050,5118,,
