network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,506,508,534,,,508,3743,3791,3820,,
testnet,default,transfer-erc20-test,0,420,454,486,,,457,3713,3750,3781,,
testnet,default,transfer-cadence-soft-finality-test,0,574,608,673,609,3801,,,3829,3889,611,8067
testnet,default,transfer-cadence-test,0,345,382,427,383,3596,,,3603,6830,384,6793
mainnet,default,transfer-test,0,1080,1112,1147,,,1113,7642,7692,7725,,
mainnet,default,transfer-cadence-soft-finality-test,0,486,512,587,513,6185,,,6200,6290,515,9398
testnet,ALCHEMY_URL,transfer-test,0,935,962,1044,,,962,4662,4692,4760,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1016,1063,1165,,,1066,4685,4707,4779,,
mainnet,ALCHEMY_URL,transfer-test,0,706,706,784,,,707,7768,7782,7854,,
testnet,QUICKNODE_URL,transfer-test,0,377,406,433,,,405,3643,3687,3715,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,381,404,437,,,407,3667,3697,3726,,
mainnet,QUICKNODE_URL,transfer-test,0,948,959,993,,,960,7484,7531,7565,,
